#	id	advice	createdAt	reviewStatus	updatedAt	idea	member
1	1	"The most important works of Shin Kabuki are ""Kiri Hitoha"" (A Single Paulownia Leaf) & ""Hototogisu Kojo no Rakugetsu"" (The Sinking Moon Over the Lonely Castle Where the Cuckoo Cries) both by ""Shoyo TSUBOUCHI,"" ""Musuko"" (Son) by ""Kaoru OSANAI,"" ""Shuzenji Monogatari"" (The Tale of Shuzen-ji Temple) & ""Toribeyama Shinju"" (Love Suicides on Mt. Toribe) both by ""Kido OKAMOTO,"" ""Imayo Satsuma Uta"" (Modern Style Satsuma Songs) by Onitaro OKA, ""Genroku Chusingura"" (The 47 Ronin) by Seika MAYAMA, ""Saigo to Buta Hime"" (Saigo and His Favorite Fat Woman) by Daigo IKEDA."	2020-12-09 18:08:08	4	2020-12-09 18:08:08	24	2
2	2	Many other commercialized products exist in Japan that are difficult for Japanese to tell whether they are nihon-ryori dishes or foreign dishes for example; 'the essence of tom yam chazuke (boiled rice with tea poured over it' with the flavor of the 'tom yam' soup famous as a soup dish in the Kingdom of Thailand, 'the Morioka reimen' (cold noodles), the pho (Vietnamese noodle soup) Japanized by completely changing the udon nature using the leaf mustard that Vietnamese never ate originally, and 'rice burger' in which boiled rice is placed on the both sides of a teriyaki (grilled with soy sauce and sugar) beef paddy.	2020-12-09 18:21:34	1	2020-12-09 18:21:34	23	2
3	3	Therefore, the characteristics that have generally been passed on till today--a long nose and red face, wearing the attire of a Yamabushi monk, and wearing wooden clogs with single support, flying freely in the sky with a leaf fan and having evil design--have been interpreted since the middle ages, and it is considered to be the superstitious blending of originally quite different characteristics.	2020-12-09 19:13:12	1	2020-12-09 19:13:12	22	2
4	4	A solution of powdered mica powder is applied to the paper, which is then decorated using a marbling technique, with grains, slices and pieces of gold or silver leaf randomly sprinkled over each ryoshi, and on such highly decorated paper, elegant Fuzokuga (pictures of manners and customs) in the Yamato-e style were hand painted in deep colors and then sutras written.	2020-12-09 19:17:47	4	2020-12-09 19:17:47	21	2
5	5	Such as Nozawana (a variation of turnip) in Nagano Prefecture, shaved kelp in Toyama, Ishikawa, and Fukui Prefectures (the largest production centers of kelp), and leaf mustard pickles in Wakayama Prefecture which show regionality, and also there is a rice omelet-like onigiri which wrapped chicken with rice with crepe-style fried egg.	2020-12-09 19:18:05	1	2020-12-09 19:18:05	20	2
6	6	Before the period in which printing with a personal computer became popular, the New Year's postcard was often printed by a household type of small, simplified printing machine.	2020-12-09 19:19:12	1	2020-12-09 19:19:12	19	2
7	7	It refers to a phenomenon in which, because of the combination of parts which have not gone through the operation verification, the operation of a personal computer (PC) becomes unstable or the PC cannot be activated.	2020-12-09 19:19:27	1	2020-12-09 19:19:27	18	2
8	8	The background of the case when a user is told to 'just buy a new one' is the idea that 'because the causes of the problem can be infinite, it is actually cheaper to buy a new one rather than spending time to specify the problem, even though the cost of the computer itself is wasted.'	2020-12-09 19:19:38	4	2020-12-09 19:19:38	17	2
9	9	In particular, fields such as computer games, animations, and comics, and a food culture have penetrated urban areas of Western and Asian countries, and as a result, related shops and facilities (Sushi Bars and comic shops) came to be established.	2020-12-09 19:19:55	4	2020-12-09 19:19:55	16	2
10	10	"A character appeared called Mikan-Seijin (mikan alien) made by computer graphics in a TV program for children, ""Ugo Ugo Ruga"" (Fuji Television Network.)"	2020-12-09 19:20:07	4	2020-12-09 19:20:07	15	2
11	11	In other words, unlike traditional artists' works, their original pictures (their most primary pictures) are made with computer graphics, not on paper or canvases, and this allows them to make an infinite number of complete duplications of their originals, which are distributed on the Internet (occasionally regardless of the artist's intention).	2020-12-09 19:20:18	4	2020-12-09 19:20:18	14	2
12	12	However, Japanese products, contents, computer games, animations, comics and J-POP (Japanese pop music) have drawn attention in foreign countries recently, and more foreign people have an image of 'Japan' different from that in the past.	2020-12-09 19:20:29	4	2020-12-09 19:20:29	13	2
13	13	From approximately the start of the Heisei period, the game has fallen out of favor as a game played by families on New Year's day; however, Fukuwarai computer games and web-based versions have appeared, and local governments and the like continue to include the game in festivities celebrating the New Year.	2020-12-09 19:20:38	4	2020-12-09 19:20:38	12	2
14	14		2020-12-09 19:22:27	1	2020-12-09 19:22:27	11	2
15	15		2020-12-09 19:22:28	4	2020-12-09 19:22:28	10	2
16	16	From a time not long after his death, there have been numerous legends about Seimei over-exaggerating his distinctiveness that 'he understood the language birds spoke,' 'his mother was a white fox named 'Kuzu no ha (Kuzu Leaf) living in the woods in Shinoda,' and 'he was an androgyny' and, in addition, Seimei has been the subject of countless literary works including Kojidan, Okagami, Uji shuin monogatari, Kokonchomonju, Konjaku monogatari shu, Taigensho, Nihongiryaku, Gonki, Heika monogatari (the Tale of the Taira clan), Oeyama ekotoba, Genko shakusho, Genpei seisuiki, Hosshinshu, Hojo kudaiki (Records of nine generations of the Hojo clan) and Shishuhyakuinnenshu, the topic for kabuki or bunraku such as Shinodazuma, Ashiya Doman ouchi kagami and Kanazoshi Abe no Seimei monogatari, the main character of the novels written by YUMEMAKURA Baku, comics created by OKANO Reiko, many movies and TV shows as well as computer games over the period from the Middle Ages to modern times and today.	2020-12-09 19:22:47	1	2020-12-09 19:22:47	9	2
17	17	"Kyoto City maintains its legacy, as can be seen in traditional handicraft; furthermore, with industry-leading companies such as Nintendo and Wacoal Holdings Corporation, along with tech"">high-tech companies such as Kyocera Corporation and Shimadzu Corporation, which are headquartered in the city, Kyoto is becoming one of the areas capable of sustaining current industries."	2020-12-09 19:24:00	4	2020-12-09 19:24:00	8	2
18	18	To transfer to Shichijo Station on the Keihan Main Line of Keihan Electric Railway, though it is a bit far (a distance of about a kilometer), passengers go on foot (most passengers use the Nara Line to Tofukuji Station or use the Kintetsu Kyoto Line to Kintetsu-Tanbabashi Station in order to take a train of the Keihan Main Line).	2020-12-09 19:24:38	4	2020-12-09 19:24:38	7	2
19	19	A famous lighting technician who worked at the Shochiku Kyoto Studio named Shigeru MUTAGUCHI, known for his nickname 'Mutayan' (later known as Korema ARIMA), joined Nakane Productions under the name 'Shigeaki ARIMA,' bringing over Kenichi Enomoto (he referred to himself as 'Ken ENOMOTO' at the time), a chorus boy for the Asakusa Opera and Obeya-haiyu (an actor who played bit-parts to establish their career and lived together with other actors who had the same aims) from Toa Kinema Kyoto Studio (also known as Toji-in Studio).	2020-12-09 19:24:47	4	2020-12-09 19:24:47	6	2
20	20		2020-12-09 19:25:00	3	2020-12-09 19:25:00	24	1
21	21		2020-12-09 19:25:01	6	2020-12-09 19:25:01	21	1
22	22	In Inaba in the eastern part of Tottori Prefecture, there is the tradition of Imperial visits by Amaterasu Omikami, and the area has a legend that Hakuto-shin (White Rabbit Deity) bit the hem of the dress of Amaterasu Omikami to lead him to a land suitable for angu (temporary lodging built to accommodate an Imperial visit); at the same time, this area has the greatest density of shrines for worshipping Seoritsu-hime according to the national statistics of national distribution of shrines.	2020-12-09 19:25:13	6	2020-12-09 19:25:13	17	1
23	23	"Some says the description in ""Setsumon"" (Analytical Dictionary of Chinese Characters) that 'Go a bit (in Chinese characters, 一寸) from the lower end of the palm, and you will find sunko (寸口, the place where the pulse can be felt)' led the character '寸' to indicate the length."	2020-12-09 19:25:37	3	2020-12-09 19:25:37	16	1
24	24	Of all these characteristics, the average income and education of Japanese Americans are a little bit lower than those of other Asian Americans, but significantly higher than the average white and the U.S. national average (Hispanics excluded), and the poverty rate of Japanese Americans is one of the lowest in all the races in the U.S.	2020-12-09 19:25:46	3	2020-12-09 19:25:46	15	1
25	25	After the war, the abolition of the facilities caused the exclusive line leading to Kori and Nakamiya to become a road, but the exclusive line in Hosono, converted for the facilities of US forces and the Self Defense Force after the war, was used afterward as well and a bit of the original line still remains.	2020-12-09 19:25:56	6	2020-12-09 19:25:56	14	1
26	26	Meitei eloquently lectured on the art of soba eating and swallowed soba with a condiment of hot wasabi, tears his eyes, adhering to his idea of stylishness which seemed a bit like snobbish affectation, but compared with Meitei's being a passionate stickler about soba, the impression of udon, with the dyspeptic Kushami Sensei being the 'udon lover,' seems relatively unexciting.	2020-12-09 19:26:07	6	2020-12-09 19:26:07	13	1
27	27	"Having had a hard time as an Obeya-haiyu (an actor playing bit-roles to establish their career and living together with other actors with similar aims) from around the age of twenty, Bando TSUMASABURO became famous in October of 1923 after being casted in the film ""Senketsu no Tegata"" (The Fresh Blood Handprint), produced by Shozo Maikino's Makino Film Productions with an original screenplay by Rokubei SUSUKITA."	2020-12-09 19:26:21	3	2020-12-09 19:26:21	12	1
28	28	Kukai, who visited to the Tang dynasty by Kentoshi Ship in 804 like Saicho, studied authentic Mikkyo under Keika (746 – 806) who was one of Shingon-hasso (Eight Patriarchs of the Shingon mission) and came back to Japan a bit later than Saicho in 806, bringing back lots of Buddhist scriptures and hogu (ritual implements).	2020-12-09 19:26:29	6	2020-12-09 19:26:29	10	1
29	29	Bearing a grudge because of this, he killed himself by fasting to death, and it was widely believed that he became a rancorous ghost taking the shape of an iron rat (a huge rat as large as a bull with a stone body and iron teeth), and bit and tore the Buddhist scriptures belonging to Enryaku-ji Temple, as well as causing the death of the four-year-old Imperial Prince Atsufumi.	2020-12-09 19:26:38	6	2020-12-09 19:26:38	8	1
30	30	The rider uses a durable saddle to prevent getting tired from riding for a long time; the distinctive riding style is called 'loose rein'; the rider looses the rein to make the horse move the head and keep its balance, and controls the horse by touching the rein to the horse's neck without directly pulling the bit.	2020-12-09 19:26:46	3	2020-12-09 19:26:46	7	1
31	31	Slice desired fish such as sea bream, Japanese spanish mackerel, flatfish, Japanese seaperch, horse mackerel and mackerel into about the size of sashimi (slices of raw fish) pieces, soak them in enough vinegar to cover and add a bit of salt, when they are whitened, pull them out and season the left vinegar with sake/mirin and sugar.	2020-12-09 19:27:00	6	2020-12-09 19:27:00	5	1
32	32	"Because there are digital communications facilities such as Floor Vision and wireless transmissions with portable consoles, a notice is posted on the first floor advising ""We must decline admission to pacemaker users."""	2020-12-09 19:30:45	6	2020-12-09 19:30:45	15	1
33	33	As a future project, it has been considered that the NDL, as a national library with the mission of acquiring a comprehensive collection of the nation's information resources, will also collect and preserve networked digital information circulated via the Internet.	2020-12-09 19:31:11	1	2020-12-09 19:31:11	22	2
34	34	"Later, it was revived in a TV program for children, ""Gacha Gacha Pon!"" and digital magazine ""Weekly Shonen Takeshi Magazine"" at Fuji Television's web site and so on."	2020-12-09 19:31:25	4	2020-12-09 19:31:25	23	2
35	35	To order it at the photo shop, in addition to ordering with a flyer there is a method of ordering through a terminal by entering a digital image via the ordering software installed in the terminal.	2020-12-09 19:31:36	4	2020-12-09 19:31:36	24	2
36	36	"The Spaulding Collection (approximately 6,500 items) of Boston's Museum of Fine Arts remains private in principle, respecting the intent of the Spaulding brothers, who donated their collection on the condition of ""no exhibition permitted"" (viewing digital images is possible)."	2020-12-09 19:31:46	4	2020-12-09 19:31:46	7	2
